косячить	negative	
кочевряжиться	negative	
коченеть	negative	
кощунствовать	negative	
красть	negative	
кривляться	negative	
критиканствовать	negative	
кровоточить	negative	
крушить	negative	
лапать	negative	
лгать	negative	
лебезить	negative	
лентяйничать	negative	
лентяйствовать	negative	
лизать	negative	
лизоблюдничать	negative	
лихачить	negative	
лихорадить	negative	
лицемерить	negative	
лоботрясничать	negative	
лодырничать	negative	
лопухнуться	negative	
лохануться	negative	
лямзить	negative	
ляпать	negative	
ляпнуть	negative	
мародерствовать	negative	
мелочиться	negative	
мошенничать	negative	
мудрить	negative	
мусорить	negative	
мутнеть	negative	
мухлевать	negative	
мучать	negative	
мучить	negative	
мучиться	negative	
мытарить	negative	
набедокурить	negative	
набезобразничать	negative	
наблудить	negative	
наболеть	negative	
набузить	negative	
навонять	negative	
наворовать	negative	
наворовывать	negative	
наворотить	negative	
наврать	negative	
навредить	negative	
нагадить	negative	
наглеть	negative	
наговаривать	negative	
наголодаться	negative	
награбить	negative	
нагрешить	negative	
нагрубить	negative	
нагрубиянить	negative	
надебоширить	negative	
надерзить	negative	
надоедать	negative	
надоесть	negative	
надраться	negative	
надругаться	negative	
надрываться	negative	
надсмехаться	negative	
наебывать	negative	
нажраться	negative	
наклеветать	negative	
наклюкаться	negative	
накостылять	negative	
накосячить	negative	
накрадывать	negative	
накрасть	negative	
накричать	negative	
накуролесить	negative	
накусать	negative	
накусывать	negative	
налакаться	negative	
нализаться	negative	
намаяться	negative	
намудрить	negative	
намусорить	negative	
намутить	negative	
намучиться	negative	
намыкаться	negative	
наорать	negative	
наошибаться	negative	
напакостить	negative	
напасть	negative	
напачкать	negative	
напиваться	negative	
наплевать	negative	
напортачить	negative	
напортить	negative	
напугаться	negative	
напутать	negative	
напялить	negative	
нарушать	negative	
нарушить	negative	
насвинячить	negative	
насиловать	negative	
наскучить	negative	
насмехаться	negative	
насмешничать	negative	
насорить	negative	
нассать	negative	
натворить	negative	
натерпеться	negative	
наушничать	negative	
нахамить	negative	
нахулиганить	negative	
начудить	negative	
начхать	negative	
нашкодить	negative	
нашкодничать	negative	
наябедничать	negative	
невзлюбить	negative	
неволить	negative	
недолюбить	negative	
недолюбливать	negative	
недомогать	negative	
недооценить	negative	
недопонимать	negative	
недопонять	negative	
нездоровиться	negative	
ненавидеть	negative	
непонимать	negative	
никнуть	negative	
нищать	negative	
нищенствовать	negative	
ныть	negative	
обанкротиться	negative	
обворовать	negative	
обворовывать	negative	
обгадить	negative	
обделить	negative	
обдолбать	negative	
обеднеть	negative	
обезводить	negative	
обезвоживать	negative	
обескроветь	negative	
обескровить	negative	
обескровливать	negative	
обессилевать	negative	
обессилеть	negative	
обессиливать	negative	
обессилить	negative	
обессмысливаться	negative	
обессмыслиться	negative	
обесцениваться	negative	
обесцениться	negative	
обесчестить	negative	
обесчещивать	negative	
обжечься	negative	
обжираться	negative	
обзавидоваться	negative	
обидеть	negative	
обижать	negative	
обкорнать	negative	
обкрадывать	negative	
облажать	negative	
облажаться	negative	
облаивать	negative	
облаять	negative	
облениваться	negative	
облениться	negative	
облысеть	negative	
обмануть	negative	
обмануться	negative	
обманывать	negative	
обморозить	negative	
обморозиться	negative	
обнаглеть	negative	
обнищать	negative	
обокрасть	negative	
оболванивать	negative	
оболванить	negative	
оболгать	negative	
оборзеть	negative	
обрекать	negative	
обрекаться	negative	
обременить	negative	
обременять	negative	
обречь	negative	
обсчитаться	negative	
обсчитываться	negative	
обхамить	negative	
обчесться	negative	
оголодать	negative	
огорчать	negative	
огорчаться	negative	
огорчить	negative	
огорчиться	negative	
ограбить	negative	
огрызаться	negative	
огрызнуться	negative	
одуреть	negative	
одурманить	negative	
одурять	negative	
озвереть	negative	
озябнуть	negative	
оккупировать	negative	
оклеветать	negative	
околеть	negative	
оконфуживаться	negative	
оконфузиться	negative	
окоченеть	negative	
окрыситься	negative	
омрачать	negative	
омрачаться	negative	
омрачить	negative	
омрачиться	negative	
опаздывать	negative	
опечаливаться	negative	
опечалить	negative	
опечалиться	negative	
оплевать	negative	
оплевывать	negative	
оплешиветь	negative	
оплошать	negative	
опоздать	negative	
опозориться	negative	
ополоуметь	negative	
опостылевать	negative	
опостылеть	negative	
опошлить	negative	
опошлять	negative	
опошляться	negative	
опростоволоситься	negative	
опротиветь	negative	
опрыщаветь	negative	
опустыниваться	negative	
осатанеть	negative	
осиротеть	negative	
оскандалиться	negative	
осквернить	negative	
осквернять	negative	
оскверняться	negative	
оскорбить	negative	
оскорбиться	negative	
оскорблять	negative	
оскорбляться	negative	
оскудевать	negative	
оскудеть	negative	
осложниться	negative	
осложняться	negative	
осрамиться	negative	
осточертевать	negative	
осточертеть	negative	
оступаться	negative	
оступиться	negative	
отдубасить	negative	
отжимать	negative	
отколотить	negative	
отлупить	negative	
отлупцевать	negative	
отметелить	negative	
отмораживать	negative	
отморозить	negative	
отомстить	negative	
отощать	negative	
отравить	negative	
отравиться	negative	
отравлять	negative	
отравляться	negative	
отупевать	negative	
отупеть	negative	
отчаиваться	negative	
отчаяться	negative	
офонареть	negative	
охаметь	negative	
ошалевать	negative	
ошалеть	negative	
ошибаться	negative	
ошибиться	negative	
пакостить	negative	
паникерствовать	negative	
паниковать	negative	
пачкать	negative	
пачкаться	negative	
паясничать	negative	
перебарщивать	negative	
переборщить	negative	
перегрызаться	negative	
перегрызться	negative	
передергивать	negative	
передернуть	negative	
передозировать	negative	
передозировывать	negative	
передраться	negative	
перекалечить	negative	
перекусать	negative	
переломать	negative	
перемереть	negative	
перемудрить	negative	
перенапрягать	negative	
перенапрягаться	negative	
перенапрячь	negative	
перенапрячься	negative	
перепачкать	negative	
перепить	negative	
перепиться	negative	
переплатить	negative	
переплачивать	negative	
перепоить	negative	
перепугаться	negative	
перепутать	negative	
переругаться	negative	
переругиваться	negative	
пересаливать	negative	
пересластить	negative	
переслащивать	negative	
пересолить	negative	
перессориться	negative	
перестараться	negative	
перетревожить	negative	
перетрусить	negative	
переутомить	negative	
переутомиться	negative	
переутомлять	negative	
переутомляться	negative	
перехваливать	negative	
перехвалить	negative	
перечить	negative	
першить	negative	
песочить	negative	
печалить	negative	
печалиться	negative	
пиздеть	negative	
пилить	negative	
пиратствовать	negative	
плешиветь	negative	
побаиваться	negative	
побаливать	negative	
побираться	negative	
побояться	negative	
побрюзжать	negative	
побухать	negative	
повздорить	negative	
повозмущаться	negative	
поворовать	negative	
повредить	negative	
повредиться	negative	
повреждать	negative	
повреждаться	negative	
повымереть	negative	
погибать	negative	
погибнуть	negative	
поглумиться	negative	
поглупеть	negative	
погнушаться	negative	
пограбить	negative	
погрустить	negative	
погрустнеть	negative	
погубить	negative	
подавиться	negative	
подворовывать	negative	
подгадить	negative	
подгаживать	negative	
подговаривать	negative	
подговорить	negative	
подделать	negative	
подделывать	negative	
подделываться	negative	
подкузьмить	negative	
подлизаться	negative	
подлизываться	negative	
подличать	negative	
подмазаться	negative	
подмазываться	negative	
поднадоесть	negative	
подольститься	negative	
подольщаться	negative	
подорвать	negative	
подпортить	negative	
подрастеряться	negative	
подраться	negative	
подстрекать	negative	
подстрекнуть	negative	
подсудить	negative	
подсуживать	negative	
подтасовать	negative	
подтасовывать	negative	
подташнивать	negative	
подурнеть	negative	
подустать	negative	
подхалимничать	negative	
подхалимствовать	negative	
пожадничать	negative	
позлорадствовать	negative	
позлословить	negative	
позориться	negative	
поиздеваться	negative	
поизноситься	negative	
покалечить	negative	
покалывать	negative	
покапризничать	negative	
поколачивать	negative	
поколотить	negative	
покорежить	negative	
покоробить	negative	
полениться	negative	
поломаться	negative	
помаяться	negative	
помереть	negative	
помирать	negative	
помрачать	negative	
помрачаться	negative	
помрачить	negative	
помрачиться	negative	
помучить	negative	
помучиться	negative	
поникнуть	negative	
поныть	negative	
попахивать	negative	
попенять	negative	
поплакаться	negative	
попортить	negative	
попрошайничать	negative	
попустительствовать	negative	
поработить	negative	
порабощать	negative	
поранить	negative	
пораниться	negative	
портачить	negative	
портить	negative	
портиться	negative	
поругаться	negative	
порушить	negative	
поскандалить	negative	
поскупиться	negative	
поспекулировать	negative	
поссориться	negative	
потеряться	negative	
потешаться	negative	
потравить	negative	
поубивать	negative	
похварывать	negative	
похитить	negative	
похищать	negative	
похулиганить	negative	
пошантажировать	negative	
пресыщаться	negative	
приболеть	negative	
привередничать	negative	
привирать	negative	
приврать	negative	
пригорюниваться	negative	
пригорюниться	negative	
приедаться	negative	
прилгать	negative	
прилгнуть	negative	
припоздать	negative	
прискучивать	negative	
прискучить	negative	
прислужничать	negative	
притеснить	negative	
притеснять	negative	
притомить	negative	
притомиться	negative	
приуменьшать	negative	
приуменьшить	negative	
приунывать	negative	
приуныть	negative	
приустать	negative	
прихварывать	negative	
проблевать	negative	
проблеваться	negative	
проболеть	negative	
пробрюзжать	negative	
проваливать	negative	
проваливаться	negative	
провалить	negative	
провалиться	negative	
провороваться	negative	
проворовываться	negative	
проворонить	negative	
прогадать	negative	
прогадывать	negative	
прогнивать	negative	
прогнить	negative	
продешевить	negative	
проебывать	negative	
прокалываться	negative	
проканителиться	negative	
прокопаться	negative	
промаргивать	negative	
промахиваться	negative	
промахнуться	negative	
промаяться	negative	
промедлить	negative	
промешкать	negative	
промешкаться	negative	
проморгать	negative	
промучить	negative	
промучиться	negative	
просадить	negative	
просаживать	negative	
просрочивать	negative	
просрочить	negative	
простудиться	negative	
простужаться	negative	
простуживаться	negative	
просчитаться	negative	
просчитываться	negative	
противоречить	negative	
профанировать	negative	
профукать	negative	
прохворать	negative	
прохлопывать	negative	
прошляпить	negative	
пугаться	negative	
пустозвонить	negative	
пустословить	negative	
путать	negative	
путаться	negative	
пытать	negative	
пялиться	negative	
радикализировать	negative	
радикализироваться	negative	
радикализовать	negative	
разбазаривать	negative	
разбазарить	negative	
разбаливаться	negative	
разбаловать	negative	
разбойничать	negative	
разболеться	negative	
разбрюзжаться	negative	
разбушеваться	negative	
разбуяниться	negative	
разважничаться	negative	
разваливать	negative	
разваливаться	negative	
развалить	negative	
разворовать	negative	
разворовывать	negative	
развратить	negative	
развратничать	negative	
развращать	negative	
развращаться	negative	
разгильдяйничать	negative	
разграбить	negative	
разграблять	negative	
раздавиться	negative	
раздражать	negative	
раздражаться	negative	
раздражить	negative	
раздразнивать	negative	
раздразнить	negative	
разладиться	negative	
разлаживаться	negative	
разлеживаться	negative	
разлениваться	negative	
разлениться	negative	
разломаться	negative	
разобидеть	negative	
разобидеться	negative	
разозлить	negative	
разозлиться	negative	
разонравиться	negative	
разорить	negative	
разориться	negative	
разорять	negative	
разочароваться	negative	
разочаровываться	negative	
разрегулироваться	negative	
разругать	negative	
разругаться	negative	
разругивать	negative	
ранить	negative	
раскулачивать	negative	
раскулачить	negative	
распоясаться	negative	
распоясываться	negative	
распсиховаться	negative	
распутничать	negative	
рассориваться	negative	
рассориться	negative	
расстреливать	negative	
растериваться	negative	
растеряться	negative	
растлевать	negative	
растлить	negative	
растранжиривать	negative	
растранжирить	negative	
растревоживать	negative	
расхварываться	negative	
расхвораться	negative	
расхитить	negative	
расхищать	negative	
репрессировать	negative	
роптать	negative	
рушить	negative	
рушиться	negative	
саднить	negative	
самовольничать	negative	
самодельничать	negative	
самодурничать	negative	
самодурствовать	negative	
самообольщаться	negative	
сатанеть	negative	
свинячить	negative	
свирепствовать	negative	
своровать	negative	
святотатствовать	negative	
сгинуть	negative	
сглазить	negative	
сглупить	negative	
сгнивать	negative	
сгнить	negative	
сгубить	negative	
сдвурушничать	negative	
сдрейфить	negative	
сдуреть	negative	
сжульничать	negative	
сиротеть	negative	
скандалить	negative	
скаредничать	negative	
скатиться	negative	
сквалыжничать	negative	
сквернословить	negative	
склочничать	negative	
скомпрометировать	negative	
сконфузиться	negative	
скопидомничать	negative	
скопидомствовать	negative	
скряжничать	negative	
скудеть	negative	
скуднеть	negative	
скупердяйничать	negative	
скупиться	negative	
скучать	negative	
слукавить	negative	
слямзить	negative	
смердеть	negative	
смошенничать	negative	
смухлевать	negative	
сникать	negative	
сникнуть	negative	
собачиться	negative	
соваться	negative	
совратить	negative	
соврать	negative	
совращать	negative	
согрешить	negative	
сожалеть	negative	
солгать	negative	
сорить	negative	
спереть	negative	
спиваться	negative	
спиздить	negative	
спирать	negative	
спиться	negative	
сплоховать	negative	
сплутовать	negative	
споить	negative	
споткнуться	negative	
спотыкаться	negative	
срамиться	negative	
ссориться	negative	
стагнировать	negative	
сташнивать	negative	
стонать	negative	
стопориться	negative	
стосковаться	negative	
стошнить	negative	
страдать	negative	
страшиться	negative	
струсить	negative	
струхнуть	negative	
стырить	negative	
сумасбродить	negative	
сумасбродничать	negative	
сумасбродствовать	negative	
сунуться	negative	
сфабриковать	negative	
сфальсифицировать	negative	
сфальшивить	negative	
сфолить	negative	
схимичить	negative	
терроризировать	negative	
терроризовать	negative	
теряться	negative	
тиранствовать	negative	
томиться	negative	
тосковать	negative	
тошнить	negative	
тощать	negative	
травануться	negative	
травиться	negative	
травмировать	negative	
травмироваться	negative	
транжирить	negative	
тревожиться	negative	
тужить	negative	
туманить	negative	
тупить	negative	
тырить	negative	
тяготить	negative	
тяготиться	negative	
убивать	negative	
убиваться	negative	
убить	negative	
убиться	negative	
убояться	negative	
увечить	negative	
уворовать	negative	
угнать	negative	
угнетать	negative	
угодничать	negative	
угробить	negative	
удавить	negative	
удручать	negative	
удручить	negative	
удушать	negative	
удушить	negative	
ужалить	negative	
ужасать	negative	
ужасаться	negative	
ужаснуть	negative	
ужаснуться	negative	
узурпировать	negative	
укокать	negative	
укокошить	negative	
украсть	negative	
укусить	negative	
умаивать	negative	
умаляться	negative	
умаять	negative	
умаяться	negative	
умервщлять	negative	
умертвить	negative	
умертвлять	negative	
умориться	negative	
умотаться	negative	
умучить	negative	
унижать	negative	
унижаться	negative	
унизить	negative	
унизиться	negative	
уничижать	negative	
уничижить	negative	
уничтожать	negative	
уничтожить	negative	
унывать	negative	
упрекать	negative	
уродовать	negative	
усложниться	negative	
усложняться	negative	
уставать	negative	
устаревать	negative	
устареть	negative	
устать	negative	
устрашаться	negative	
устрашиться	negative	
усугубить	negative	
усугубиться	negative	
усугублять	negative	
усугубляться	negative	
утомить	negative	
утомиться	negative	
утомлять	negative	
утомляться	negative	
утрировать	negative	
ухлопать	negative	
ухудшать	negative	
ухудшаться	negative	
ухудшить	negative	
ухудшиться	negative	
учинить	negative	
учинять	negative	
ущемить	negative	
ущемлять	negative	
ущемляться	negative	
уязвить	negative	
фабриковать	negative	
фальсифицировать	negative	
фальшивить	negative	
фарисействовать	negative	
филонить	negative	
фордыбачить	negative	
фордыбачиться	negative	
хаметь	negative	
хамить	negative	
хандрить	negative	
хворать	negative	
хилеть	negative	
хиреть	negative	
хмелеть	negative	
хныкать	negative	
холуйствовать	negative	
хулиганить	negative	
чавкать	negative	
чахнуть	negative	
чваниться	negative	
чикаться	negative	
чихвостить	negative	
чревоугодничать	negative	
шантажировать	negative	
шаромыжничать	negative	
шататься	negative	
шкодить	negative	
шкодничать	negative	
шпионить	negative	
шпынять	negative	
экспроприировать	negative	
эпатировать	negative	
юлить	negative	
ябедничать	negative	
благоволить	positive	
благоговеть	positive	
благоденствовать	positive	
благоприятствовать	positive	
благословлять	positive	
богатеть	positive	
бодрить	positive	
вдохновить	positive	
вдохновиться	positive	
вдохновлять	positive	
вдохновляться	positive	
верить	positive	
веселить	positive	
веселиться	positive	
взбадривать	positive	
взбадриваться	positive	
взбодрить	positive	
взбодриться	positive	
влюбиться	positive	
влюбляться	positive	
вникать	positive	
вникнуть	positive	
возликовать	positive	
возлюбить	positive	
возмечтать	positive	
возрадоваться	positive	
воодушевиться	positive	
воодушевляться	positive	
воспевать	positive	
воспеть	positive	
воспрянуть	positive	
восторгать	positive	
восторгаться	positive	
восхитить	positive	
восхититься	positive	
восхищать	positive	
восхищаться	positive	
впечатлить	positive	
впечатлиться	positive	
впечатлять	positive	
вписаться	positive	
вписываться	positive	
выгадать	positive	
выгадывать	positive	
выздоравливать	positive	
выздороветь	positive	
выиграть	positive	
выигрывать	positive	
вылечиваться	positive	
вылечиться	positive	
выправиться	positive	
выправляться	positive	
выспаться	positive	
высыпаться	positive	
глянуться	positive	
годиться	positive	
гордиться	positive	
гуманизировать	positive	
добиваться	positive	
добиться	positive	
дружить	positive	
жаловать	positive	
задружить	positive	
заинтересоваться	positive	
заинтересовываться	positive	
заладиться	positive	
залюбоваться	positive	
засиять	positive	
заслуживать	positive	
заслужить	positive	
затмевать	positive	
зауважать	positive	
излечиваться	positive	
излечиться	positive	
исправить	positive	
исправиться	positive	
исправлять	positive	
исправляться	positive	
исцелиться	positive	
исцеляться	positive	
кайфовать	positive	
крепнуть	positive	
ладиться	positive	
лайкнуть	positive	
легчать	positive	
лелеять	positive	
ликовать	positive	
любоваться	positive	
любопытствовать	positive	
модернизировать	positive	
наладиться	positive	
налаживаться	positive	
налюбоваться	positive	
напитаться	positive	
нарадоваться	positive	
