добродушный	positive		
доброжелательный	positive		
добросердечный	positive		
добросовестный	positive		
замечательный	positive		
звучный	positive	беззвучный	
идеальный	positive		
изобретательный	positive		
изумительный	positive		
изысканный	positive		
изящный	positive		
клевый	positive		
легендарный	positive		
мастерский	positive		
миловидный	positive		
миролюбивый	positive		
надлежащий	positive		
находчивый	positive		
начитанный	positive		
невредный	positive	вредный	negative
неглупый	positive	глупый	negative
недурной	positive	дурной	negative
незаурядный	positive	заурядный	negative
незлой	positive	злой	negative
незлопамятный	positive	злопамятный	negative
неиспорченный	positive	испорченный	negative
нелицемерный	positive	лицемерный	negative
неопасный	positive	опасный	negative
неотразимый	positive	отразимый	
неплохой	positive	плохой	negative
неповторимый	positive	повторимый	
неподражаемый	positive	подражаемый	
несравненный	positive	сравненный	
няшный	positive		
обаятельный	positive		
обворожительный	positive		
образцовый	positive		
отважный	positive		
отменный	positive		
офигенный	positive		
офигительный	positive		
охренительный	positive		
очаровательный	positive		
очешуенный	positive		
памятный	positive	беспамятный	
первоклассный	positive		
плодотворный	positive		
поразительный	positive		
порядочный	positive		
потрясающий	positive		
потрясный	positive		
похвальный	positive		
производительный	positive		
проникновенный	positive		
развитый	positive		
райский	positive		
распрекрасный	positive		
расчудесный	positive		
роскошный	positive		
самоотверженный	positive		
сногсшибательный	positive		
топовый	positive		
трудолюбивый	positive		
увлекательный	positive		
умный	positive	безумный	
усердный	positive		
уютный	positive		
храбрый	positive		
целеустремленный	positive		
человеколюбивый	positive		
чистосердечный	positive		
чудесный	positive		
шедевральный	positive		
эффективный	positive		
наиглупый	very negative	глупый	negative
наиплохой	very negative	плохой	negative
прегадкий	very negative	гадкий	negative
прежестокий	very negative	жестокий	negative
презлой	very negative	злой	negative
преподлый	very negative	подлый	negative
препротивный	very negative	противный	
прескверный	very negative	скверный	negative
прескучный	very negative	скучный	
преупрямый	very negative	упрямый	
сверхбанальный	very negative	банальный	
наилучший	very positive	лучший	positive
наипрекраснейший	very positive	прекраснейший	very positive
наихороший	very positive	хороший	positive
преблагой	very positive	благой	positive
превкусный	very positive	вкусный	positive
превосходный	very positive	восходный	
предобрый	very positive	добрый	positive
преинтересный	very positive	интересный	positive
преискусный	very positive	искусный	positive
прелестный	very positive	лестный	
премилый	very positive	милый	positive
премудрый	very positive	мудрый	positive
преотличный	very positive	отличный	
преумный	very positive	умный	positive
преуспевающий	very positive	успевающий	
сверхблагополучный	very positive	благополучный	positive
сверхнадёжный	very positive	надёжный	positive
сверходарённый	very positive	одарённый	positive
сверхопытный	very positive	опытный	
сверхприбыльный	very positive	прибыльный	positive
сверхпроницательный	very positive	проницательный	positive
сверхрентабельный	very positive	рентабельный	positive
сверхсовершенный	very positive	совершенный	
сверхталантливый	very positive	талантливый	positive
сверхудачный	very positive	удачный	positive
сверхуспешный	very positive	успешный	positive
сверхчуткий	very positive	чуткий	positive
супергероический	very positive	героический	positive
супердоходный	very positive	доходный	positive
суперкассовый	very positive	кассовый	
супернадёжный	very positive	надёжный	positive
суперпрестижный	very positive	престижный	positive
супершикарный	very positive	шикарный	positive
антиатомный		атомный	
антибазовый		базовый	
антибиотический		биотический	
антигенный		генный	
антинейтринный		нейтринный	
антинейтронный		нейтронный	
антипоносный		поносный	
антиядерный		ядерный	
архидьяконский		дьяконский	
архиепископский		епископский	
архипастырский		пастырский	
безвинный		винный	
бездельный		дельный	
безденежный		денежный	
бездорожный		дорожный	
бездушный		душный	
безмерный		мерный	
безмозглый		мозглый	
безмужний		мужний	
безнадзорный		надзорный	
безнадёжный		надёжный	
безоговорочный		оговорочный	
безразличный		различный	
безропотный		ропотный	
безумный		умный	
безысходный		исходный	
бесконтрольный		контрольный	
бескрайний		крайний	
беспалый		палый	
беспамятный		памятный	
беспокойный		покойный	
бесполый		полый	
беспримерный		примерный	
бессонный		сонный	
бесстрашный		страшный	
бесстыдный		стыдный	
бестеневой		теневой	
бесфамильный		фамильный	
бесценный		ценный	
бесчисленный		численный	
гипердактилический		дактилический	
гиперстенический		стенический	
гипертонический		тонический	
гипертрофический		трофический	
гиперэллиптический		эллиптический	
дисквалификационный		квалификационный	
дисквалифицированный		квалифицированный	
дистонический		тонический	
дистрофический		трофический	
иммиграционный		миграционный	
интонированный		тонированный	
контркультурный		культурный	
контрлатеральный		латеральный	
невинный		винный	
непосредственный		посредственный	
непотребный		потребный	
непреклонный		преклонный	
несметный		сметный	
пребывающий		бывающий	
превзошедший		взошедший	
превозвышенный		возвышенный	
превозмогший		возмогший	
превознесённый		вознесённый	
превознёсший		вознёсший	
превознёсшийся		вознёсшийся	
превосходный		восходный	
преклонённый		клонённый	
прекраснейший		краснейший	
прелестный		лестный	
преобладающий		обладающий	
преобразованный		образованный	
преобразовательный		образовательный	
преобразуемый		образуемый	
преодолённый		одолённый	
преподнесённый		поднесённый	
преподнёсший		поднёсший	
препозитивный		позитивный	
препорученный		порученный	
препочтенный		почтенный	
прерванный		рванный	
пресечённый		сечённый	
преследующий		следующий	
пресытившийся		сытившийся	
претерпевший		терпевший	
преуспевающий		успевающий	
преходящий		ходящий	
прешедший		шедший	
сверхлимитный		лимитный	
сверхобычный		обычный	
сверхплановый		плановый	
сверхпредельный		предельный	
сверхприродный		природный	
сверхремонтный		ремонтный	
сверхфондовый		фондовый	
сверхштатный		штатный	
сверхъестественный		естественный	
супергетеродинный		гетеродинный	
суперкомпьютерный		компьютерный	
супермарафонский		марафонский	
супермодерновый		модерновый	
суперсегментный		сегментный	
суперфинальный		финальный	
суперфосфатный		фосфатный	
нехороший		хороший	
недобрый		добрый	
наихороший		хороший	
предобрый		добрый	
непорядочный		порядочный	
антигуманистический		гуманистический	
безнадёжный		надёжный	
